Cygwin Package Information
Package                                 Version                          Status
linux-armv7hl-pkg-config                0.28-1                           OK
linux-armv7hl-zlib                      1.2.7-1                          OK
linux-i686-glibc                        2.19-1                           OK
linux-i686-kernel-headers               3.4.52-1                         OK
linux-i686-libX11                       1.5.0-1                          OK
linux-i686-libXau                       1.0.7-1                          OK
linux-i686-libxcb                       1.8.1-1                          OK
linux-i686-libXdmcp                     1.1.1-1                          OK
linux-i686-xproto                       7.7-1                            OK
llvm                                    3.4.2-5                          OK
llvm-doc                                3.4.2-5                          OK
lndir                                   1.0.3-1                          OK
login                                   1.11-1                           OK
lrzip                                   0.621-1                          OK
lua                                     5.1.5-1                          OK
lua-bit                                 1.0.2-1                          OK
lua-crypto                              0.3.2-1                          OK
lua-crypto-devel                        0.3.2-1                          OK
lua-gv                                  2.38.0-4                         OK
lua-json                                1.3.2-1                          OK
lua-lfs                                 1.6.2-1                          OK
lua-logging                             1.1.4-2                          OK
lua-lpeg                                0.12-1                           OK
lua-luadoc                              3.0-2                            OK
lua-lxp                                 1.2.0-1                          OK
lua-socket                              2.0.2-2                          OK
luit                                    20130217-1                       OK
lv2                                     1.6.0-1                          OK
lynx                                    2.8.7-1                          OK
lyx                                     2.1.3-1                          OK
lzip                                    1.14-1                           OK
lzop                                    1.03-1                           OK
m17n-db                                 1.7.0-1                          OK
m4                                      1.4.17-1                         OK
make                                    4.1-1                            OK
man                                     2.7.1-1                          OK
man-db                                  2.7.1-1                          OK
maradns                                 2.0.06-1                         OK
marco                                   1.8.2-2                          OK
mate-applets                            1.8.1-2                          OK
mate-backgrounds                        1.8.0-1                          OK
mate-calc                               1.8.0-1                          OK
mate-control-center                     1.8.3-1                          OK
mate-desktop                            1.8.1-1                          OK
mate-dialogs                            1.8.0-1                          OK
mate-icon-theme                         1.8.0-1                          OK
mate-media                              1.8.0-1                          OK
mate-menus                              1.8.0-1                          OK
mate-notification-daemon                1.8.1-1                          OK
mate-panel                              1.8.1-1                          OK
mate-session-manager                    1.8.1-5                          OK
mate-settings-daemon                    1.8.2-1                          OK
mate-system-monitor                     1.8.0-3                          OK
mate-terminal                           1.8.1-1                          OK
mate-themes                             1.9.3-1                          OK
mate-utils                              1.8.1-2                          OK
mathomatic                              16.0.0-1                         OK
mc                                      4.8.14-1                         OK
mcpp                                    2.7.2-2                          OK
mcrypt                                  2.6.8-3                          OK
mencoder                                1.1.1-3                          OK
mercurial                               3.3-1                            OK
mesa                                    10.3.7-1                         OK
mhash                                   0.9.9.9-2                        OK
mined                                   2015.25-0                        OK
ming                                    0.4.5-2                          OK
mingw-binutils                          2.23.1-1                         OK
mingw-bzip2                             1.0.6-2                          OK
mingw-gcc-core                          4.7.3-1                          OK
mingw-gcc-g++                           4.7.3-1                          OK
mingw-libbz2-devel                      1.0.6-2                          OK
mingw-libbz2_2                          1.0.6-2                          OK
mingw-libgcrypt                         1.4.6-1                          OK
mingw-libgcrypt-devel                   1.4.6-1                          OK
mingw-libgcrypt11                       1.4.6-1                          OK
mingw-libgpg-error                      1.10-1                           OK
mingw-libgpg-error-devel                1.10-1                           OK
mingw-libgpg-error0                     1.10-1                           OK
mingw-pthreads                          20110507-2                       OK
mingw-runtime                           4.0-1                            OK
mingw-w32api                            4.0-1                            OK
mingw-zlib                              1.2.8-1                          OK
mingw-zlib-devel                        1.2.8-1                          OK
mingw-zlib1                             1.2.8-1                          OK
mingw64-i686-binutils                   2.24.0.3.85cf705-1               OK
mingw64-i686-gcc                        4.8.3-1                          OK
mingw64-i686-gcc-core                   4.8.3-1                          OK
mingw64-i686-gcc-g++                    4.8.3-1                          OK
mingw64-i686-headers                    3.3.0-1                          OK
mingw64-i686-libfdt                     1.4.0-1                          OK
mingw64-i686-libgcrypt                  1.6.3-1                          OK
mingw64-i686-libgpg-error               1.18-1                           OK
mingw64-i686-libX11                     1.6.2-1                          OK
mingw64-i686-libXau                     1.0.8-1                          OK
mingw64-i686-libxcb                     1.9.1-1                          OK
mingw64-i686-libXdmcp                   1.1.1-2                          OK
mingw64-i686-minizip                    1.2.8-4                          OK
mingw64-i686-pkg-config                 0.28-1                           OK
mingw64-i686-pthreads                   20100619-5                       OK
mingw64-i686-runtime                    3.3.0-1                          OK
mingw64-i686-windows-default-manifest   6.4-1                            OK
mingw64-i686-winpthreads                3.3.0-1                          OK
mingw64-i686-xproto                     7.7-4                            OK
mingw64-i686-zlib                       1.2.8-4                          OK
mingw64-x86_64-binutils                 2.24.0.3.85cf705-1               OK
mingw64-x86_64-bzip2                    1.0.6-4                          OK
mingw64-x86_64-gcc                      4.8.3-1                          OK
mingw64-x86_64-gcc-core                 4.8.3-1                          OK
mingw64-x86_64-gcc-g++                  4.8.3-1                          OK
mingw64-x86_64-headers                  3.2.0-1                          OK
mingw64-x86_64-libfdt                   1.4.0-1                          OK
mingw64-x86_64-libgcrypt                1.6.3-1                          OK
mingw64-x86_64-libgpg-error             1.18-1                           OK
mingw64-x86_64-minizip                  1.2.8-4                          OK
mingw64-x86_64-pkg-config               0.28-1                           OK
mingw64-x86_64-pthreads                 20100619-5                       OK
mingw64-x86_64-runtime                  3.2.0-1                          OK
mingw64-x86_64-windows-default-manifest 6.4-1                            OK
mingw64-x86_64-winpthreads              3.2.0-1                          OK
mingw64-x86_64-xz                       5.0.8-1                          OK
mingw64-x86_64-zlib                     1.2.8-4                          OK
mintty                                  1.1.3-1                          OK
mkfontdir                               1.0.7-1                          OK
mkfontscale                             1.1.1-1                          OK
mono                                    2.10.9-1                         OK
mono-mPHPRuntime0.2                     0.2-1                            OK
mozo                                    1.8.0-1                          OK
mp4v2                                   1.9.1-1                          OK
mpclib                                  1.0.3-1                          OK
mpfr                                    3.1.2-2                          OK
mpg123                                  1.21.0-1                         OK
mpg123-pulse                            1.21.0-1                         OK
mphp                                    0.2-1                            OK
mplayer                                 1.1.1-3                          OK
mplayer-common                          1.1.1-3                          OK
mplayer-gui                             1.1.1-3                          OK
mplayer-skins                           20120304-1                       OK
mplayer-tools                           1.1.1-3                          OK
mplayer2                                20130428-1                       OK
mutt                                    1.5.23-2                         Incomplete
mysql                                   5.5.41-2                         OK
mysql-test                              5.5.41-2                         OK
mysqld                                  5.5.41-2                         OK
nano                                    2.4.1-1                          OK
nasm                                    2.10.05-1                        OK
nc                                      1.107-3                          OK
ncftp                                   3.2.5-2                          OK
ncompress                               4.2.4.4-3                        OK
ncurses                                 5.9-20150404-1                   OK
ncurses-demo                            5.9-20150404-1                   OK
ncursesw                                5.9-20150404-1                   OK
ncursesw-demo                           5.9-20150404-1                   OK
net-snmp-agent-libs                     5.7.2-1                          OK
net-snmp-libs                           5.7.2-1                          OK
net-snmp-perl                           5.7.2-1                          OK
netpbm                                  10.66.02-3                       OK
nginx                                   1.6.2-1                          OK
nrss                                    0.3.9-3                          OK
ocaml                                   4.01.0-2                         OK
ocaml-base                              4.01.0-1                         OK
ocaml-camlp4                            4.01.0-1                         OK
ocaml-compiler-libs                     4.01.0-1                         OK
ocaml-llvm                              3.1-3                            OK
octave                                  3.8.2-1                          OK
octave-control                          2.6.5-1                          OK
octave-devel                            3.8.2-1                          OK
octave-doc                              3.8.2-1                          OK
octave-forge                            20140215-1                       OK
octave-general                          1.3.4-1                          OK
octave-image                            2.2.1-1                          OK
octave-plplot                           5.10.0-1                         OK
octave-signal                           1.3.0-1                          OK
odbc-mysql                              5.2.5-1                          OK
odbc-psql                               09.02.0100-1                     OK
odbc-sqlite3                            0.993-1                          OK
odbc-tds                                0.91.112-1                       OK
odbc-virtuoso                           6.1.6-3                          OK
okular                                  4.14.3-1                         OK
openbox                                 3.5.2-4                          OK
openbox-devel                           3.5.2-4                          OK
openjade                                1.4devel1-2                      OK
openjpeg                                1.5.2-2                          OK
openldap                                2.4.40-2                         OK
openldap-devel                          2.4.40-2                         OK
openldap-server                         2.4.40-2                         OK
openmpi                                 1.8.4-1                          OK
OpenSP                                  1.5.2-2                          OK
openssh                                 6.8p1-1                          OK
openssl                                 1.0.2a-1                         OK
openssl-devel                           1.0.2a-1                         OK
optipng                                 0.7.5-2                          OK
outguess                                0.2-1                            OK
oxygen-icons                            4.14.3-1                         OK
p11-kit                                 0.20.7-1                         OK
p11-kit-trust                           0.20.7-1                         OK
p7zip                                   9.20.1-1                         OK
paman                                   0.9.4-1                          OK
pamixer                                 1.2.1-1                          OK
paprefs                                 0.9.10-2                         OK
pasystray                               0.4.0-1                          OK
patch                                   2.7.4-1                          OK
patcher                                 0.0.20040521-1                   OK
patchutils                              0.3.3-1                          OK
pavucontrol                             2.0-1                            OK
pavumeter                               0.9.3-1                          OK
perl                                    5.14.4-3                         OK
perl-Archive-Zip                        1.46-1                           OK
perl-B-Generate                         1.50-1                           OK
perl-Capture-Tiny                       0.28-1                           OK
perl-Carp                               1.3301-2                         OK
perl-Clone                              0.34-1                           OK
perl-Compress-Bzip2                     2.22-1                           OK
perl-Config-Tiny                        2.22-1                           OK
perl-CPAN-Reporter                      1.2011-1                         OK
perl-Data-Alias                         1.18-2                           OK
perl-DBD-mysql                          4.022-1                          OK
perl-DBD-SQLite                         1.37-4                           OK
perl-DBI                                1.623-2                          OK
perl-debuginfo                          5.14.4-3                         OK
perl-Devel-Autoflush                    0.06-1                           OK
perl-Digest-HMAC                        1.03-4                           OK
perl-Digest-SHA                         5.95-1                           OK
perl-Encode-Locale                      1.04-1                           OK
perl-Error                              0.17023-1                        OK
perl-ExtUtils-Depends                   0.306-1                          OK
perl-ExtUtils-PkgConfig                 1.15-1                           OK
perl-File-Copy-Recursive                0.38-4                           OK
perl-File-HomeDir                       1.00-2                           OK
perl-File-Listing                       6.04-4                           OK
perl-File-pushd                         1.009-1                          OK
perl-gettext                            1.05-13                          OK
perl-Graphics-Magick                    1.3.21-1                         OK
perl-HTML-Parser                        3.71-2                           OK
perl-HTTP-Cookies                       6.01-4                           OK
perl-HTTP-Daemon                        6.01-4                           OK
perl-HTTP-Date                          6.02-4                           OK
perl-HTTP-Message                       6.06-2                           OK
perl-HTTP-Negotiate                     6.01-4                           OK
perl-Image-Magick                       6.9.0.0-3                        OK
perl-IO-CaptureOutput                   1.1104-1                         OK
perl-IO-Socket-INET6                    2.72-1                           OK
perl-IO-String                          1.08-4                           OK
perl-IO-Tty                             1.12-1                           OK
perl-IPC-Cmd                            0.92-1                           OK
perl-IPC-Run                            0.94-1                           OK
perl-libwin32                           0.28-3                           OK
perl-libwww-perl                        6.13-1                           OK
perl-Locale-gettext                     1.05-13                          OK
perl-LWP-MediaTypes                     6.02-4                           OK
perl-ming                               0.4.5-2                          OK
perl-Module-ScanDeps                    1.18-1                           OK
perl-Module-Signature                   0.73-2                           OK
perl-Net-DNS                            0.83-1                           OK
perl-Net-HTTP                           6.07-1                           OK
perl-Net-IP                             1.26-2                           OK
perl-Net-Libproxy                       0.4.11-3                         OK
perl-PadWalker                          2.0-1                            OK
perl-PAR-Dist                           0.49-2                           OK
perl-Pod-Coverage                       0.23-2                           OK
perl-Pod-Escapes                        1.07-1                           OK
perl-Pod-Simple                         3.30-1                           OK
perl-Probe-Perl                         0.03-2                           OK
perl-Proc-ProcessTable                  0.51-1                           OK
perl-SGMLSpm                            1.03ii-3                         OK
perl-Socket                             2.018-1                          OK
perl-Socket6                            0.25-1                           OK
perl-Tee                                0.14-4                           OK
perl-Term-ReadLine-Gnu                  1.26-1                           OK
perl-Term-ReadLine-Perl                 1.0303-4                         OK
perl-TermReadKey                        2.32-1                           OK
perl-Test-NoWarnings                    1.04-3                           OK
perl-Test-Pod                           1.48-2                           OK
perl-Test-Pod-Coverage                  1.10-1                           OK
perl-Test-Reporter                      1.60-2                           OK
perl-Test-Reporter-Transport-Metabase   1.999008-4                       OK
perl-Test-Simple                        1.001014-1                       OK
perl-Text-CSV                           1.33-1                           OK
perl-Text-CSV_XS                        1.16-1                           OK
perl-Tk                                 804.031-1                        OK
perl-URI                                1.67-1                           OK
perl-Win32-GUI                          1.06-4                           OK
perl-WWW-RobotRules                     6.02-4                           OK
perl-XML-LibXML                         2.0118-1                         OK
perl-XML-NamespaceSupport               1.11-4                           OK
perl-XML-Parser                         2.44-1                           OK
perl-XML-SAX                            0.99-4                           OK
perl-XML-Simple                         2.20-1                           OK
perl-YAML                               1.14-1                           OK
perl_autorebase                         001001-1                         OK
perl_base                               5.14.4-3                         OK
perl_debuginfo                          5.14.4-3                         OK
perl_manpages                           5.14.4-3                         OK
perl_vendor                             5.14.4-1                         OK
php                                     5.6.8-1                          OK
php-Archive_Tar                         1.3.13-1                         OK
php-bcmath                              5.6.8-1                          OK
php-bz2                                 5.6.8-1                          OK
php-cairo                               0.3.2-2                          OK
php-calendar                            5.6.8-1                          OK
php-Console_Getopt                      1.3.1-1                          OK
php-ctype                               5.6.8-1                          OK
php-curl                                5.6.8-1                          OK
php-dba                                 5.6.8-1                          OK
php-dbase                               5.1.0-2                          OK
php-devel                               5.6.8-1                          OK
php-enchant                             5.6.8-1                          OK
php-exif                                5.6.8-1                          OK
php-fileinfo                            5.6.8-1                          OK
php-ftp                                 5.6.8-1                          OK
php-gd                                  5.6.8-1                          OK
php-gettext                             5.6.8-1                          OK
php-gmp                                 5.6.8-1                          OK
php-gtk                                 2.0.3-2                          OK
php-gv                                  2.38.0-4                         OK
php-hdate                               1.6.02-3                         OK
php-iconv                               5.6.8-1                          OK
php-imap                                5.6.8-1                          OK
php-intl                                5.6.8-1                          OK
php-json                                1.3.7-1                          OK
php-jsonc                               1.3.7-1                          OK
php-ldap                                5.6.8-1                          OK
php-mbstring                            5.6.8-1                          OK
php-mcrypt                              5.6.8-1                          OK
php-memcache                            3.0.8-2                          OK
php-mlt                                 0.9.2-2                          OK
php-mssql                               5.6.8-1                          OK
php-mysql                               5.6.8-1                          OK
php-mysqli                              5.6.8-1                          OK
php-ncurses                             1.0.2-2                          OK
php-odbc                                5.6.8-1                          OK
php-pdo_dblib                           5.6.8-1                          OK
php-pdo_mysql                           5.6.8-1                          OK
php-pdo_odbc                            5.6.8-1                          OK
php-pdo_pgsql                           5.6.8-1                          OK
php-pdo_sqlite                          5.6.8-1                          OK
php-PEAR                                1.9.5-1                          OK
php-pgsql                               5.6.8-1                          OK
php-phar                                5.6.8-1                          OK
php-posix                               5.6.8-1                          OK
php-pspell                              5.6.8-1                          OK
php-readline                            5.6.8-1                          OK
php-recode                              5.6.8-1                          OK
php-session                             5.6.8-1                          OK
php-shmop                               5.6.8-1                          OK
php-simplexml                           5.6.8-1                          OK
php-soap                                5.6.8-1                          OK
php-sockets                             5.6.8-1                          OK
php-sqlite3                             5.6.8-1                          OK
php-Structures_Graph                    1.0.4-1                          OK
php-sybase_ct                           5.6.8-1                          OK
php-sysvmsg                             5.6.8-1                          OK
php-sysvsem                             5.6.8-1                          OK
php-sysvshm                             5.6.8-1                          OK
php-tidy                                5.6.8-1                          OK
php-tokenizer                           5.6.8-1                          OK
php-wddx                                5.6.8-1                          OK
php-xapian                              1.2.18-2                         OK
php-xdebug                              2.2.6-1                          OK
php-XML_Util                            1.2.1-1                          OK
php-xmlreader                           5.6.8-1                          OK
php-xmlrpc                              5.6.8-1                          OK
php-xmlwriter                           5.6.8-1                          OK
php-xsl                                 5.6.8-1                          OK
php-zip                                 5.6.8-1                          OK
php-zlib                                5.6.8-1                          OK
ping                                    1.0.2-1                          OK
pkg-config                              0.28-1                           OK
pluma                                   1.8.1-1                          OK
pngcheck                                2.3.0-1                          OK
pngcrush                                1.7.83+20150129+gita490eeb-1     OK
pngquant                                2.3.4+20150202+gitda59d79-1      OK
poppler-data                            0.4.6-1                          OK
popt                                    1.16-1                           OK
postgresql                              9.4.1-1                          OK
postgresql-client                       9.4.1-1                          OK
postgresql-contrib                      9.4.1-1                          OK
postgresql-devel                        9.4.1-1                          OK
postgresql-doc                          9.4.1-1                          OK
postgresql-plperl                       9.4.1-1                          OK
postgresql-plpython                     9.4.1-1                          OK
presentproto                            1.0-1                            OK
procmail                                3.22-15                          OK
procps                                  3.2.8-4                          OK
proftpd                                 1.2.10-1                         OK
projectM-pulseaudio                     2.1.0-1                          OK
pstoedit-devel                          3.70-1                           OK
pth                                     2.0.7-2                          OK
pulseaudio                              5.0-2                            OK
pulseaudio-equalizer                    5.0-2                            OK
pulseaudio-esound-compat                5.0-2                            OK
pulseaudio-module-gconf                 5.0-2                            OK
pulseaudio-module-x11                   5.0-2                            OK
pulseaudio-module-zeroconf              5.0-2                            OK
pulseaudio-utils                        5.0-2                            OK
pure-ftpd                               1.0.29-2                         OK
pwgen                                   2.06-2                           OK
pylint                                  1.3.1-1                          OK
python                                  2.7.8-1                          OK
python-backports.ssl_match_hostname     3.4.0.2-1                        OK
python-beautifulsoup                    3.2.1-1                          OK
python-bsddb3                           5.3.0-2                          OK
python-cairo                            1.10.0-2                         OK
python-chardet                          2.0.1-2                          OK
python-clang                            3.4.2-5                          OK
python-configobj                        4.7.2-2                          OK
python-crypto                           2.6-3                            OK
python-dbus                             1.2.0-1                          OK
python-dbus-devel                       1.2.0-1                          OK
python-docutils                         0.12-1                           OK
python-fastimport                       0.9.2-2                          OK
python-gdata                            2.0.18-1                         OK
python-gi                               3.14.0-1                         OK
python-gi-common                        3.14.0-1                         OK
python-gobject                          2.28.6-5                         OK
python-gobject-devel                    2.28.6-5                         OK
python-gobject2                         2.18.0-1                         OK
python-gst0.10                          0.10.22-2                        OK
python-gst0.10-devel                    0.10.22-2                        OK
python-gtk2                             2.14.1-2                         OK
python-gtk2.0                           2.24.0-2                         OK
python-gtksourceview2                   2.10.1-2                         OK
python-gv                               2.38.0-4                         OK
python-imaging                          2.7.0-1                          OK
python-jinja2                           2.7.3-1                          OK
python-libxml2                          2.9.2-1                          OK
python-libxslt                          1.1.28-2                         OK
python-logilab-astng                    0.24.3-1                         OK
python-logilab-common                   0.62.0-1                         OK
python-lxml                             3.2.3-1                          OK
python-mako                             0.7.2-2                          OK
python-markupsafe                       0.15-2                           OK
python-matemenu                         1.8.0-1                          OK
python-mutagen                          1.26-1                           OK
python-numpy                            1.7.2-1                          OK
python-openssl                          0.13.1-1                         OK
python-pyasn1                           0.1.6-1                          OK
python-pygments                         1.5-2                            OK
python-pykde4                           4.14.3-1                         OK
python-pynotify                         0.1.1-5                          OK
python-pyqt4                            4.11.2-1                         OK
python-pyrex                            0.9.9-3                          OK
python-requests                         2.3.0-1                          Incomplete
python-setuptools                       0.6.34-1                         OK
python-simplejson                       3.6.3-1                          OK
python-sip                              4.16.4-1                         OK
python-six                              1.7.3-1                          OK
python-sphinx                           1.2.3-1                          OK
python-tkinter                          2.7.8-1                          OK
python-twisted                          12.3.0-1                         OK
python-urllib3                          1.8.2-1                          OK
python-webkit                           1.1.8-2                          OK
python-xdg                              0.25-3                           OK
python-zeitgeist                        0.9.14-2                         OK
python-zinnia                           0.06-5                           OK
python-zope.interface                   4.0.3-1                          OK
python3                                 3.2.5-4                          OK
python3-cairo                           1.10.0-2                         OK
python3-chardet                         2.0.1-2                          OK
python3-clang                           3.4.2-5                          OK
python3-gi                              3.14.0-1                         OK
python3-openssl                         0.13.1-1                         OK
python3-pygments                        1.5-1                            OK
python3-setuptools                      0.6.34-1                         OK
R                                       3.1.3-1                          OK
R_autorebase                            001001-1                         OK
randrproto                              1.4.1-1                          OK
rarian                                  0.8.1-12                         OK
rcs                                     5.9.3-1                          OK
readline                                6.1.2-4                          OK
rebase                                  4.4.1-1                          OK
recode                                  3.7-beta2-1                      OK
renderproto                             0.11.1-1                         OK
resourceproto                           1.2.0-1                          OK
rgb                                     1.0.5-1                          OK
rlwrap                                  0.37-1                           OK
rpcgen                                  2.11.90_20100818-1               OK
rpm                                     4.12.0-1                         OK
rpm-build                               4.12.0-1                         OK
rsvg                                    2.40.8-1                         OK
rsync                                   3.1.1-1                          OK
rtorrent                                0.9.4-1                          OK
ruby                                    2.0.0-p598-1                     OK
ruby-actionmailer                       4.0.12-1                         OK
ruby-actionpack                         4.0.12-1                         OK
ruby-activemodel                        4.0.12-1                         OK
ruby-activerecord                       4.0.12-1                         OK
ruby-activerecord-deprecated_finders    1.0.3-1                          OK
ruby-activesupport                      4.0.12-1                         OK
ruby-arel                               4.0.2-1                          OK
ruby-atk                                2.2.0-1                          OK
ruby-builder                            3.1.4-1                          OK
ruby-bundler                            1.6.9-1                          OK
ruby-cairo                              1.12.9-1                         OK
ruby-celluloid                          0.15.2-1                         OK
ruby-coffee-rails                       4.0.1-1                          OK
ruby-coffee-script                      2.3.0-1                          OK
ruby-coffee-script-source               1.7.1-1                          OK
ruby-curses                             1.0.1-1                          OK
ruby-erubis                             2.7.0-2                          OK
ruby-execjs                             2.2.2-2                          OK
ruby-gdk3                               2.2.0-1                          OK
ruby-gdk_pixbuf2                        2.2.0-1                          OK
ruby-gettext                            3.1.4-1                          OK
ruby-gio2                               2.2.0-1                          OK
ruby-glib2                              2.2.0-1                          OK
ruby-glib2-devel                        2.2.0-1                          OK
ruby-gobject-introspection              2.2.0-1                          OK
ruby-gtk2                               2.2.0-1                          OK
ruby-gtk3                               2.2.0-1                          OK
ruby-gv                                 2.38.0-4                         OK
ruby-hike                               1.2.3-2                          OK
ruby-hoe                                3.12.0-1                         OK
ruby-i18n                               0.6.11-1                         OK
ruby-io-console                         0.4.2-1                          OK
ruby-jbuilder                           1.5.3-1                          OK
ruby-journey                            1.0.4-2                          OK
ruby-jquery-rails                       3.1.2-1                          OK
ruby-json                               1.8.1-1                          OK
ruby-kgio                               2.9.2-1                          OK
ruby-listen                             2.7.9-1                          OK
ruby-locale                             2.1.0-1                          OK
ruby-mail                               2.5.4-2                          OK
ruby-mime-types                         1.25.1-1                         OK
ruby-minitest                           2.12.1-1                         OK
ruby-minitest4                          4.7.5-1                          OK
ruby-multi_json                         1.10.1-1                         OK
ruby-mysql2                             0.3.17-1                         OK
ruby-net-http-persistent                2.9.4-1                          OK
ruby-nokogiri                           1.6.3.1-1                        OK
ruby-nokogiri-doc                       1.6.3.1-1                        OK
ruby-oj                                 2.11.1-1                         OK
ruby-pango                              2.2.0-1                          OK
ruby-pango-devel                        2.2.0-1                          OK
ruby-pkg-config                         1.1.5-1                          OK
ruby-polyglot                           0.3.5-1                          OK
ruby-poppler                            2.2.0-1                          OK
ruby-poppler-devel                      2.2.0-1                          OK
ruby-psych                              2.0.6-1                          OK
ruby-racc                               1.4.12-1                         OK
ruby-rack                               1.5.2-1                          OK
ruby-rack-cache                         1.2-2                            OK
ruby-rack-ssl                           1.4.1-1                          OK
ruby-rack-test                          0.6.2-2                          OK
ruby-rails                              4.0.12-1                         OK
ruby-railties                           4.0.12-1                         OK
ruby-rake                               10.3.2-1                         OK
ruby-rake-compiler                      0.9.3-1                          OK
ruby-rdoc                               4.1.2-1                          OK
ruby-sass                               3.2.19-1                         OK
ruby-sass-rails                         4.0.4-1                          OK
ruby-sdoc                               0.4.1-1                          OK
ruby-sprockets                          2.11.3-1                         OK
ruby-sprockets-rails                    2.1.3-1                          OK
ruby-sqlite3                            1.3.10-1                         OK
ruby-tcltk                              2.0.0-p598-1                     OK
ruby-test-unit                          2.5.5-1                          OK
ruby-text                               1.3.0-1                          OK
ruby-thor                               0.19.1-1                         OK
ruby-thread_safe                        0.3.4-1                          OK
ruby-tilt                               1.4.1-2                          OK
ruby-timers                             1.1.0-1                          OK
ruby-treetop                            1.4.15-1                         OK
ruby-turbolinks                         2.5.2-1                          OK
ruby-tzinfo                             0.3.42-1                         OK
ruby-uglifier                           2.5.3-1                          OK
ruby-unicorn                            4.8.3-1                          OK
ruby-vte                                2.2.0-1                          OK
ruby-vte-devel                          2.2.0-1                          OK
ruby-vte3                               2.2.0-1                          OK
ruby-vte3-devel                         2.2.0-1                          OK
ruby-yajl                               1.2.1-1                          OK
rubygems                                2.4.1-1                          OK
run                                     1.3.3-1                          OK
rzip                                    2.1-1                            OK
screen                                  4.2.1-3                          OK
scrnsaverproto                          1.2.2-2                          OK
sed                                     4.2.2-3                          OK
setxkbmap                               1.3.0-1                          OK
sgml-common                             0.6.3-3                          OK
sgrep                                   1.94a-2                          OK
shared-desktop-ontologies               0.11.0-1                         OK
shared-mime-info                        1.3-3                            OK
shutdown                                1.10-1                           OK
sng                                     1.0.6-1                          OK
soprano                                 2.9.4-1                          OK
sound-theme-freedesktop                 0.7-1                            OK
soundfont-fluid-lite-patches            3.1-1                            OK
source-highlight                        3.1.7-5                          OK
sox                                     14.4.1-2                         OK
sox-fmt-pulseaudio                      14.4.1-2                         OK
speech-dispatcher                       0.7.1-2                          OK
splint                                  3.1.2-1                          OK
sqlite3                                 3.8.9-1                          OK
sqlite3-compress                        3.8.9-1                          OK
sqlite3-icu                             3.8.9-1                          OK
sqlite3-vfslog                          3.8.9-1                          OK
sqlite3-zlib                            3.8.9-1                          OK
squid                                   3.3.3-2                          OK
steghide                                0.5.1-3                          OK
stow                                    2.2.0-1                          OK
subversion                              1.8.13-1                         OK
subversion-devel                        1.8.13-1                         OK
subversion-gnome                        1.8.13-1                         OK
subversion-perl                         1.8.13-1                         OK
subversion-python                       1.8.13-1                         OK
subversion-ruby                         1.8.13-1                         OK
subversion-tools                        1.8.13-1                         OK
sunrpc                                  4.0-4                            OK
svn-load                                1.3-1                            OK
svn_load_dirs                           1.8.0-1                          OK
symlinks                                1.4-1                            OK
syslog-ng                               3.2.5-2                          OK
systemsettings                          4.11.16-1                        OK
t1lib5                                  5.1.2-12                         OK
tack                                    1.07-20130713-2                  OK
tar                                     1.27.1-1                         OK
task                                    2.4.1-1                          OK
tcl                                     8.5.11-1                         OK
tcl-db4.5                               4.5.20.2-3                       OK
tcl-db4.8                               4.8.30-1                         OK
tcl-itcl                                3.4.1-1                          OK
tcl-itk                                 3.3-2                            OK
tcl-ming                                0.4.5-2                          OK
tcl-sqlite3                             3.8.9-1                          OK
tcl-tcldot                              2.38.0-4                         OK
tcl-tix                                 8.4.3-2                          OK
tcl-tk                                  8.5.11-1                         OK
tcsh                                    6.18.01-6                        OK
tdb                                     1.2.11-2                         OK
ted                                     2.23-3                           OK
terminator                              0.96-2                           OK
terminfo                                5.9-20150404-1                   OK
terminfo-extra                          5.9-20150404-1                   OK
terminfo0                               5.5_20061104-12                  OK
tesseract-ocr                           3.02.02-1                        OK
tesseract-ocr-devel                     3.02.02-1                        OK
tesseract-ocr-eng                       3.02-1                           OK
texinfo                                 5.2-3                            OK
texlive                                 20140523-3                       OK
texlive-collection-basic                20140523-2                       OK
texlive-collection-bibtexextra          20140523-2                       OK
texlive-collection-binextra             20140523-2                       OK
texlive-collection-fontsrecommended     20140523-2                       OK
texlive-collection-fontutils            20140523-2                       OK
texlive-collection-genericrecommended   20140523-2                       OK
texlive-collection-htmlxml              20140523-2                       OK
texlive-collection-latex                20140523-2                       OK
texlive-collection-latexextra           20140523-2                       OK
texlive-collection-latexrecommended     20140523-2                       OK
texlive-collection-mathextra            20140523-2                       OK
texlive-collection-metapost             20140523-2                       OK
texlive-collection-pictures             20140523-2                       OK
TeXmacs                                 1.99.2-1                         OK
tftp                                    5.2-1                            OK
tftp-server                             5.2-1                            OK
tidy                                    041206-1                         OK
tiff                                    4.0.3-2                          OK
tiff-opengl                             4.0.3-2                          OK
tig                                     2.0.2-2                          OK
time                                    1.7-4                            OK
tinyirc                                 1.1-1                            OK
tmux                                    1.9a-3                           OK
tnftp                                   20130505-1                       OK
transfig                                3.2.5e-2                         OK
tree                                    1.7.0-1                          OK
tzcode                                  2014j-1                          OK
unace                                   1.2b-1                           OK
unalz                                   0.61-1                           OK
unzip                                   6.0-14                           OK
upower                                  0.9.23-2                         OK
upx                                     3.91-1                           OK
urlgrabber                              3.1.0-3                          OK
util-linux                              2.25.2-2                         OK
vala                                    0.26.2-1                         OK
vala-dconf                              0.22.0-1                         OK
vala-libpulse                           5.0-2                            OK
